,Tokens,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
21,industry 5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,industry,0,0,6,22,1,13,0,1,56,0,0,20,5,123,1,7,0,0,12,2,82,88,2,0,3,0,8,17,2,5,14,7,0,1,1,40,4,2,0,4,4,1,72,0,20,6,4,7,0,0,0,1,45,66,4,2,33,33,3,3,0,27,0,10,1,1,10,0,10,0,2,25,8,57,4,4,2,2,4,4,1,1,0,118,3,2,1,25,22,0,0,5,36,7,1,0,4,40,8,1,6,10,0,0,8,7,1,6,0,10,10,20,0,2,7,18,4,0,18,2,0,0,0,27,5,3,2,2,0,0,0,23,0,20,0,146,4,0,10,3,1,16,1,0,53,7,0,1,1,5
23,team,0,0,25,1,17,45,0,0,83,0,0,10,65,3,1,14,0,44,4,0,38,0,0,0,7,0,0,72,4,13,13,21,121,1,1,57,6,2,1,0,6,0,80,0,187,17,4,16,9,6,0,44,21,5,27,4,12,4,1,5,2,5,2,1,0,0,0,0,1,0,0,55,114,1,11,1,0,9,18,10,1,3,4,8,2,0,4,82,13,0,0,6,106,14,26,0,1,2,2,0,37,21,0,2,70,66,7,55,0,2,10,115,114,7,64,40,4,18,44,2,0,4,0,20,11,2,25,1,0,0,1,32,0,60,0,150,17,3,28,1,15,28,9,44,567,12,1,11,2,12
24,learn,12,12,18,13,0,14,0,0,138,0,0,211,31,20,1,2,0,0,369,0,47,0,0,0,19,0,0,11,1,6,0,10,0,2,2,53,9,4,2,0,0,3,0,2,106,3,3,2,1,8,0,13,109,67,18,0,42,52,0,0,0,14,3,1,2,0,52,0,0,1,1,541,2,8,5,0,0,4,0,10,0,3,2,24,54,0,3,57,18,0,0,0,4,6,19,0,1,0,0,1,10,27,0,3,9,7,6,13,0,4,3,41,21,0,3,45,0,0,8,2,0,0,0,24,15,0,5,0,0,0,17,9,0,51,0,180,2,0,2,10,0,27,5,0,252,7,0,2,12,2
25,train,1,1,0,5,12,7,0,1,1099,0,0,70,5,1,1,1,0,3,2,1,17,418,0,0,5,0,0,66,0,0,0,11,0,0,1,12,0,0,0,15,0,0,0,0,19,32,0,0,0,3,0,0,1,0,180,2,43,10,0,0,1,9,0,0,0,2,124,0,0,0,0,5,1,1,1,0,0,1,3,2,3,0,1,40,1,0,0,0,56,2,0,0,4,0,2,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,3,167,0,1,0,2,0,3,3,22,0,4,0,27,0,1,3,1,0,0,0,4,0,1,0,9,8,3,1,1,0,11,3,3,124,4,1,0,0,1
26,flexible,0,0,1,2,1,7,0,0,33,0,0,3,11,1,0,1,0,0,760,1,7,0,0,0,5,0,0,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,0,0,0,0,11,0,11,1,0,0,0,0,1,0,0,0,34,0,0,1,0,6,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,3,1,0,5,0,0,0,7,0,1,0,28,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
27,quality,2,2,7,144,63,11,0,1,107,0,0,64,104,5,4,5,14,1,394,2,34,2,7,0,63,0,13,162,6,43,10,33,5,1,2,30,0,0,0,2,1,0,7,3,146,8,1,3,4,7,0,1,28,9,78,12,33,13,0,4,15,45,0,0,2,1,20,0,2,3,5,146,14,23,21,9,3,4,1,11,2,5,4,192,22,3,0,68,1,1,0,13,24,36,8,0,7,23,4,3,35,11,0,0,3,50,0,67,1,4,411,17,7,14,6,289,2,3,7,11,80,75,0,91,15,7,5,37,0,0,0,22,0,26,0,166,14,15,37,6,1,11,1,1,134,5,13,3,4,4
28,resources,0,0,30,35,8,53,0,29,282,0,1,85,26,0,0,3,0,0,270,0,116,0,0,0,26,0,70,9,1,3,0,2,0,1,3,13,1,1,0,1,12,0,0,2,8,7,3,0,9,3,0,0,112,0,1,0,0,0,0,0,98,0,1,0,0,0,3,0,1,0,0,16,107,1,0,0,0,4,3,2,0,1,0,3,0,0,0,1,44,0,0,0,56,108,1,0,21,1,1,0,2,0,0,0,5,210,0,82,0,24,1,2,0,3,112,37,1,0,1,1,0,0,0,7,1,1,0,0,0,0,0,1,0,27,0,195,31,0,3,3,0,4,0,0,2285,0,1,25,20,0
29, smb ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,programming,0,0,0,0,2,1,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,59,5,0,0,0,0,0,0,0,0,0,4,0,0,0
31,advance technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,compliance,0,0,0,308,6,2,0,18,8,0,0,1,0,28,0,1,0,0,3,0,7,0,1,0,1,0,0,0,0,4,0,1,1,4,0,1,0,1,0,0,0,0,0,0,21,0,0,0,0,1,0,0,117,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,87,0,0,0,0,3,0,0,0,1,0,1,0,1,1,0,0,6,4,0,0,1,4,0,1,0,1,190,107,1,0,0,0,6,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2
33,industrial,0,0,0,1,1,331,0,0,204,0,0,4,4,6,2,1,2,7,56,1,28,16,2,0,1,0,0,65,0,0,0,11,0,0,0,1,20,0,0,3,1,8,1,0,52,2,0,0,0,0,0,0,0,0,0,0,22,2,5,0,4,0,7,0,0,0,0,0,2,6,1,5,115,0,0,110,1,0,0,2,3,0,1,1,0,0,2,2,0,199,0,2,0,0,0,0,1,1,0,0,8,28,0,0,2,2,0,0,0,1,240,5,0,1,1,5,0,1,1,0,0,0,0,1,0,5,1,0,0,0,55,1,0,0,0,0,4,0,2,1,2,1,0,7,283,1,0,0,0,32
34,automotive,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,recreational,0,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
36,transportation,2,2,0,2,1,6,0,0,7,0,0,0,2,0,0,0,0,0,1,0,5,0,0,0,0,0,10,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,8,0,2,0,4,1,0,5,0,0,0,2,0,0,0,3,0,0,0,36,20,0,0,1,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,33,0,0,0,1,0,1115,0,0,0,34,0,0,32,0,0,0,0,0
37,detection,0,0,11,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,cyber,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,23,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,physical,0,0,0,0,1,0,0,0,7,0,0,4,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,4,0,0,3,0,0,10,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,2,0,7,0,1,0,1,0,1,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,4,0,6,0,0,5,1,0,0,0,0
40,cyber physical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,cloud,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,625,0,0,0,0,0,0,0,0,0,0,0,0
